Date,Close,High,Low,Open,Volume,n-transactions,MKTCP,HRATE,DIFF,AVBLS
4/24/2017,1250.150024,1250.939941,1209.630005,1209.630005,235806000,222671,20575227797,3210303.377,5.21E+11,0.963089903
4/25/2017,1265.48999,1267.579956,1249.969971,1250.449951,242556000,325387,20963040193,3831652.417,5.21E+11,0.966010324
4/26/2017,1281.079956,1294.829956,1265.930054,1265.98999,329631008,334471,21332959973,3961100.134,5.21E+11,0.971854882
4/27/2017,1317.72998,1319.699951,1281.300049,1281.880005,449196992,297884,21926056741,3814281.634,5.22E+11,0.96761798
4/28/2017,1316.47998,1331.280029,1292.369995,1317.73999,527488992,305271,21470543362,3528859.199,5.22E+11,0.996674537
4/29/2017,1321.790039,1327.199951,1315.209961,1317.839966,422705984,341319,21762127405,4488916.48,5.22E+11,0.971570312
4/30/2017,1347.890015,1347.910034,1314.920044,1321.869995,413115008,281489,22058522828,3918071.61,5.22E+11,0.971893517
5/1/2017,1421.599976,1434.319946,1348.300049,1348.300049,713624000,294786,22614237475,3892124.116,5.22E+11,0.977420893
5/2/2017,1452.819946,1473.900024,1415.689941,1421.030029,477337984,333161,23679316587,4099704.069,5.22E+11,0.980238127
5/3/2017,1490.089966,1492.77002,1447.48999,1453.780029,583795968,295149,24586863671,3425069.222,5.22E+11,0.995290871
5/4/2017,1537.670044,1608.910034,1490.719971,1490.719971,933548992,354737,25500645913,4359179.01,5.22E+11,0.971046744
5/5/2017,1555.449951,1618.030029,1530.310059,1540.869995,946035968,267193,25012643353,3347226.74,5.22E+11,0.961245868
5/6/2017,1578.800049,1578.800049,1542.5,1556.810059,582529984,363022,25457585280,4359179.01,5.22E+11,0.964933173
5/7/2017,1596.709961,1596.719971,1559.76001,1579.469971,1080029952,316011,25647069972,4333231.516,5.22E+11,0.964836443
5/8/2017,1723.349976,1723.349976,1596.920044,1596.920044,1340320000,365096,26773285641,4670548.939,5.22E+11,0.968144156
5/9/2017,1755.359985,1833.48999,1716.300049,1723.890015,1167920000,332879,28093005954,4021861.587,5.22E+11,0.987786523
5/10/2017,1787.130005,1788.439941,1719.099976,1756.52002,915723008,311391,28271322810,4119773.002,5.55E+11,0.960165791
5/11/2017,1848.569946,1873.930054,1755.349976,1780.369995,799489984,294743,29726737675,3757901.049,5.60E+11,0.961242696
5/12/2017,1724.23999,1856.150024,1694.01001,1845.76001,740984000,317698,28089241688,4286790.827,5.60E+11,0.954580519
5/13/2017,1804.910034,1812.98999,1651.079956,1723.119995,579635008,329266,26393414633,4398136.043,5.60E+11,0.955090025
5/14/2017,1808.910034,1831.420044,1776.619995,1800.859985,437196000,369098,29008025584,4565153.868,5.60E+11,0.975085659
5/15/2017,1738.430054,1812.800049,1708.540039,1808.439941,731529024,329229,28323214530,4732171.692,5.60E+11,0.970711982
5/16/2017,1734.449951,1785.939941,1686.540039,1741.699951,959044992,233977,28405717824,3674392.137,5.60E+11,0.973960871
5/17/2017,1839.089966,1864.050049,1661.910034,1726.72998,1064729984,317527,29527347104,4314627.131,5.60E+11,0.981881942
5/18/2017,1888.650024,1904.47998,1807.119995,1818.699951,894321024,288904,30692050185,3952755.178,5.60E+11,0.974609493
5/19/2017,1987.709961,2004.52002,1890.25,1897.369995,1157289984,319502,32051195728,4565153.868,5.60E+11,0.971260817
5/20/2017,2084.72998,2084.72998,1974.920044,1984.23999,961336000,352805,33548728731,4592990.172,5.60E+11,0.967212927
5/21/2017,2041.199951,2119.080078,2037.5,2067.030029,1147859968,326057,32929964053,4091936.698,5.60E+11,0.990363701
5/22/2017,2173.399902,2303.899902,2017.869995,2043.189941,1942220032,327868,34173338961,4064100.394,5.60E+11,0.966800397
5/23/2017,2320.419922,2320.820068,2178.5,2191.560059,1378749952,367710,37399030238,4976737.782,5.84E+11,0.978685167
5/24/2017,2443.639893,2523.719971,2321.370117,2321.370117,1725379968,338642,39215803877,4562009.633,5.96E+11,0.970548169
5/25/2017,2304.97998,2763.709961,2285.300049,2446.23999,2406700032,350114,39035030223,4828620.586,5.96E+11,0.976875767
5/26/2017,2202.419922,2573.790039,2071.98999,2320.889893,1763480064,333340,36173950629,4532386.194,5.96E+11,0.958775268
5/27/2017,2038.869995,2260.199951,1855.829956,2196.27002,1700480000,331914,33035761750,4976737.782,5.96E+11,0.991460917
5/28/2017,2155.800049,2267.340088,2054.080078,2054.080078,1147139968,308143,35872423567,4887867.464,5.96E+11,0.977982139
5/29/2017,2255.610107,2307.050049,2107.169922,2159.429932,994625024,321638,37233600371,4473139.316,5.96E+11,0.977900742
5/30/2017,2175.469971,2301.959961,2124.570068,2255.360107,1443970048,347961,37223765121,5302595.613,5.96E+11,0.980603117
5/31/2017,2286.409912,2311.080078,2145.570068,2187.189941,1544829952,321634,37407051148,4858244.025,5.96E+11,0.976696451
